MANDT,CARRID,CONNID,FLDATE,BOOKID,CUSTOMID,TICKET,PLACE,ARCHIVE_
300,SQ,0117,2028-05-09,00153364,00004215,O,AIRPORT,0000
300,SQ,0117,2028-05-09,00153340,00002790,O,AIRPORT,0000
300,SQ,0117,2028-05-09,00153263,00000099,O,AIRPORT,0000
300,SQ,0117,2028-05-09,00153251,00004588,O,AIRPORT,0000
300,SQ,0117,2028-05-09,00153226,00002107,O,AIRPORT,0000
300,SQ,0117,2028-05-09,00153402,00002106,O,AIRPORT,0000
300,SQ,0117,2028-05-09,00153295,00000157,O,AIRPORT,0000
300,SQ,0117,2028-05-09,00153406,00001441,O,AIRPORT,0000
300,SQ,0117,2028-05-09,00153287,00001451,O,AIRPORT,0000
300,SQ,0117,2028-05-09,00153352,00001581,O,AIRPORT,0000
300,SQ,0117,2028-05-09,00153206,00000744,O,AIRPORT,0000
300,SQ,0117,2028-05-09,00153261,00000844,O,AIRPORT,0000
300,SQ,0117,2028-05-09,00153258,00004112,O,AIRPORT,0000
300,SQ,0117,2028-05-09,00153326,00003092,O,AIRPORT,0000
300,SQ,0117,2028-05-09,00153215,00004512,O,AIRPORT,0000
300,SQ,0117,2028-05-09,00153404,00003809,O,AIRPORT,0000
300,SQ,0117,2028-05-09,00153343,00004378,O,AIRPORT,0000
300,SQ,0117,2028-05-09,00153413,00001849,O,AIRPORT,0000
300,SQ,0117,2028-05-09,00153301,00001926,O,AIRPORT,0000
300,SQ,0117,2028-05-09,00153358,00002443,O,AIRPORT,0000
300,SQ,0117,2028-05-09,00153283,00003719,O,AIRPORT,0000
300,SQ,0117,2028-05-09,00153370,00003503,O,AIRPORT,0000
300,SQ,0117,2028-05-09,00153233,00003832,O,AIRPORT,0000
300,SQ,0117,2028-05-09,00153328,00003524,O,AIRPORT,0000
300,SQ,0117,2028-05-09,00153387,00000396,O,AIRPORT,0000
300,SQ,0117,2028-05-09,00153324,00001136,O,AIRPORT,0000
300,SQ,0117,2028-05-09,00153320,00000529,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164579,00000542,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164472,00001528,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164386,00000285,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164404,00004412,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164519,00003710,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164417,00000956,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164388,00002913,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164466,00002350,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164548,00003059,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164428,00001827,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164628,00004093,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164566,00000647,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164546,00000928,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164610,00002586,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164457,00004595,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164607,00001615,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164464,00000972,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164418,00001110,O,AIRPORT,0000
300,QF,0006,2028-05-03,00043144,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164382,00002214,O,AIRPORT,0000
300,AZ,0788,2028-04-22,00043155,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164565,00003345,O,AIRPORT,0000
300,AA,0026,2028-05-10,00045084,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164563,00001051,O,AIRPORT,0000
300,QF,0006,2028-05-16,00045104,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164558,00002170,O,AIRPORT,0000
300,LH,0401,2028-04-22,00044846,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164384,00001735,O,AIRPORT,0000
300,QF,0006,2028-05-07,00044007,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164581,00004162,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164514,00000777,O,AIRPORT,0000
300,AA,0026,2028-05-07,00044606,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164487,00000667,O,AIRPORT,0000
300,QF,0005,2028-08-26,00029828,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164409,00003794,O,AIRPORT,0000
300,QF,0005,2028-08-01,00025117,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164405,00000527,O,AIRPORT,0000
300,JL,0407,2028-09-21,00024912,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164522,00002367,O,AIRPORT,0000
300,DL,0106,2028-08-11,00026644,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164493,00000462,O,AIRPORT,0000
300,QF,0005,2028-08-12,00027361,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164507,00001363,O,AIRPORT,0000
300,AZ,0555,2028-08-12,00027161,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164621,00000805,O,AIRPORT,0000
300,UA,0941,2028-05-19,00033784,00004173,O,AIRPORT,0000
300,JL,0408,2028-06-11,00035741,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164455,00002486,O,AIRPORT,0000
300,DL,0106,2028-09-27,00035776,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164486,00003218,O,AIRPORT,0000
300,AA,0017,2028-09-25,00035769,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164489,00000496,O,AIRPORT,0000
300,AZ,0555,2028-09-25,00036080,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164475,00002901,O,AIRPORT,0000
300,UA,0941,2028-05-30,00035105,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164395,00003668,O,AIRPORT,0000
300,DL,0106,2028-09-22,00034963,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164611,00000141,O,AIRPORT,0000
300,UA,0941,2028-06-01,00035272,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164588,00001501,O,AIRPORT,0000
300,UA,0941,2028-05-10,00032881,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164414,00001707,O,AIRPORT,0000
300,DL,1699,2028-08-11,00064267,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164592,00001774,O,AIRPORT,0000
300,UA,3504,2028-06-06,00064390,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164503,00001722,O,AIRPORT,0000
300,UA,3504,2028-05-28,00062716,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164567,00000796,O,AIRPORT,0000
300,AZ,0788,2028-07-04,00057454,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164550,00000642,O,AIRPORT,0000
300,QF,0006,2028-08-12,00057322,00004173,O,AIRPORT,0000
300,LH,0401,2028-05-24,00051175,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164554,00002379,O,AIRPORT,0000
300,AA,0026,2028-08-20,00059162,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164538,00004519,O,AIRPORT,0000
300,AZ,0788,2028-07-11,00058969,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164399,00004501,O,AIRPORT,0000
300,AA,0026,2028-08-16,00058698,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164485,00002339,O,AIRPORT,0000
300,UA,3504,2028-05-06,00058171,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164593,00003317,O,AIRPORT,0000
300,AA,0026,2028-09-12,00062300,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164431,00003138,O,AIRPORT,0000
300,QF,0006,2028-07-07,00052223,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164430,00003138,O,AIRPORT,0000
300,UA,3504,2028-04-11,00053462,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164471,00001835,O,AIRPORT,0000
300,AZ,0788,2028-06-12,00053084,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164470,00001835,O,AIRPORT,0000
300,DL,1699,2028-06-07,00051441,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164497,00002643,O,AIRPORT,0000
300,DL,1699,2028-06-18,00053867,00004173,O,AIRPORT,0000
300,UA,3504,2028-04-16,00054283,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164534,00003226,O,AIRPORT,0000
300,QF,0006,2028-07-02,00051531,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164583,00002059,O,AIRPORT,0000
300,LH,0401,2028-09-10,00073090,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164498,00002805,O,AIRPORT,0000
300,DL,1699,2028-09-29,00073534,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164587,00003624,O,AIRPORT,0000
300,AZ,0788,2028-09-25,00073822,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164505,00000826,O,AIRPORT,0000
300,UA,3504,2028-07-25,00073735,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164394,00001256,O,AIRPORT,0000
300,AZ,0788,2028-09-23,00073238,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164609,00004165,O,AIRPORT,0000
300,UA,3504,2028-07-10,00070996,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164415,00002931,O,AIRPORT,0000
300,AZ,0788,2028-09-16,00071991,00004173,O,AIRPORT,0000
300,AZ,0788,2028-10-26,00075385,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164397,00002821,O,AIRPORT,0000
300,AZ,0788,2028-10-28,00075586,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164411,00002902,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164532,00001347,O,AIRPORT,0000
300,AA,0064,2028-04-02,00067064,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164456,00004205,O,AIRPORT,0000
300,LH,0401,2028-08-10,00066145,00004173,O,AIRPORT,0000
300,AZ,0788,2028-09-07,00070387,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164586,00003374,O,AIRPORT,0000
300,UA,3504,2028-06-28,00068504,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164570,00004573,O,AIRPORT,0000
300,UA,3504,2028-06-28,00068666,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164423,00000064,O,AIRPORT,0000
300,UA,3504,2028-07-03,00069453,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164389,00002239,O,AIRPORT,0000
300,UA,3504,2028-08-19,00078909,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164491,00000564,O,AIRPORT,0000
300,AZ,0789,2028-03-31,00077221,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164604,00001759,O,AIRPORT,0000
300,UA,3504,2028-09-21,00086143,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164517,00002920,O,AIRPORT,0000
300,AA,0064,2028-09-19,00085884,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164582,00002543,O,AIRPORT,0000
300,LH,0402,2028-04-26,00085056,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164453,00004115,O,AIRPORT,0000
300,AA,0064,2028-09-26,00086659,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164488,00002578,O,AIRPORT,0000
300,AA,0064,2028-09-24,00086372,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164454,00002670,O,AIRPORT,0000
300,UA,3504,2028-09-03,00082149,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164510,00003427,O,AIRPORT,0000
300,AZ,0789,2028-05-07,00084327,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164452,00000930,O,AIRPORT,0000
300,DL,1984,2028-05-05,00082957,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164541,00000430,O,AIRPORT,0000
300,LH,0402,2028-08-06,00105278,00004173,O,AIRPORT,0000
300,DL,1984,2028-09-04,00106917,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164551,00001495,O,AIRPORT,0000
300,AZ,0789,2028-09-01,00107245,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164573,00004434,O,AIRPORT,0000
300,LH,0402,2028-08-13,00106318,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164557,00001558,O,AIRPORT,0000
300,AZ,0789,2028-08-16,00104056,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164542,00002393,O,AIRPORT,0000
300,LH,0402,2028-09-04,00110986,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164525,00002325,O,AIRPORT,0000
300,DL,1984,2028-09-09,00107940,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164446,00003581,O,AIRPORT,0000
300,UA,3516,2028-07-09,00109659,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164449,00004366,O,AIRPORT,0000
300,AZ,0789,2028-09-12,00109167,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164381,00003486,O,AIRPORT,0000
300,LH,0402,2028-08-27,00108919,00004173,O,AIRPORT,0000
300,AZ,0789,2028-10-06,00112775,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164547,00000248,O,AIRPORT,0000
300,LH,0402,2028-06-12,00094341,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164623,00002453,O,AIRPORT,0000
300,LH,0402,2028-05-25,00090918,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164380,00004201,O,AIRPORT,0000
300,DL,1984,2028-06-25,00093209,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164393,00001878,O,AIRPORT,0000
300,DL,1984,2028-06-25,00092999,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164529,00003130,O,AIRPORT,0000
300,UA,3516,2028-04-13,00092608,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164577,00001483,O,AIRPORT,0000
300,AZ,0789,2028-06-19,00092560,00004173,O,AIRPORT,0000
300,AZ,0789,2028-06-01,00089457,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164524,00003977,O,AIRPORT,0000
300,LH,0402,2028-06-12,00094103,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164552,00002795,O,AIRPORT,0000
300,AZ,0789,2028-07-09,00096582,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164606,00003563,O,AIRPORT,0000
300,DL,1984,2028-07-22,00098266,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164474,00003274,O,AIRPORT,0000
300,LH,0402,2028-07-13,00100169,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164520,00002293,O,AIRPORT,0000
300,DL,1984,2028-08-02,00100409,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164450,00002191,O,AIRPORT,0000
300,DL,1984,2028-07-31,00099888,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164614,00000834,O,AIRPORT,0000
300,UA,3516,2028-05-09,00098014,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164434,00003167,O,AIRPORT,0000
300,UA,3516,2028-04-28,00095565,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164408,00001766,O,AIRPORT,0000
300,AZ,0789,2028-10-20,00113525,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164619,00003871,O,AIRPORT,0000
300,AZ,0791,2028-05-01,00145452,00004173,O,AIRPORT,0000
300,AZ,0791,2028-05-06,00145954,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164518,00001567,O,AIRPORT,0000
300,AZ,0791,2028-05-01,00145573,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164459,00004006,O,AIRPORT,0000
300,AZ,0791,2028-05-03,00145632,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164392,00001514,O,AIRPORT,0000
300,UA,3517,2028-06-25,00145743,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164549,00002881,O,AIRPORT,0000
300,LH,0455,2028-04-30,00149622,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164543,00000910,O,AIRPORT,0000
300,AZ,0790,2028-09-21,00139180,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164412,00003256,O,AIRPORT,0000
300,UA,3517,2028-06-07,00142537,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164476,00001627,O,AIRPORT,0000
300,AZ,0791,2028-08-25,00158364,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164509,00004177,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164468,00001614,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164545,00000879,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164562,00000575,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164410,00000290,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164559,00000742,O,AIRPORT,0000
300,UA,3517,2028-08-29,00158501,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164622,00002416,O,AIRPORT,0000
300,AZ,0791,2028-08-25,00158452,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164501,00001900,O,AIRPORT,0000
300,UA,3517,2028-09-18,00162994,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164427,00001980,O,AIRPORT,0000
300,AZ,0791,2028-09-17,00160939,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164537,00003438,O,AIRPORT,0000
300,AZ,0791,2028-07-03,00152502,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164523,00003479,O,AIRPORT,0000
300,AZ,0791,2028-07-16,00153959,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164627,00003667,O,AIRPORT,0000
300,UA,3517,2028-07-24,00151347,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164441,00002677,O,AIRPORT,0000
300,LH,0455,2028-05-25,00152379,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164597,00000505,O,AIRPORT,0000
300,LH,0455,2028-05-20,00151838,00004173,O,AIRPORT,0000
300,UA,3516,2028-09-07,00122028,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164479,00001882,O,AIRPORT,0000
300,LH,0454,2028-05-22,00125578,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164508,00003148,O,AIRPORT,0000
300,UA,3516,2028-09-29,00126247,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164396,00001283,O,AIRPORT,0000
300,AZ,0790,2028-06-03,00123861,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164599,00001590,O,AIRPORT,0000
300,LH,0454,2028-05-13,00124455,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164608,00004304,O,AIRPORT,0000
300,UA,3516,2028-08-09,00115945,00004173,O,AIRPORT,0000
300,UA,3516,2028-08-13,00116439,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164425,00000331,O,AIRPORT,0000
300,AZ,0790,2028-04-11,00116682,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164506,00000471,O,AIRPORT,0000
300,LH,0402,2028-11-04,00117595,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164512,00004577,O,AIRPORT,0000
300,LH,0454,2028-03-29,00118240,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164482,00000060,O,AIRPORT,0000
300,AZ,0790,2028-08-18,00134660,00004173,O,AIRPORT,0000
300,UA,3517,2028-04-19,00132700,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164419,00000063,O,AIRPORT,0000
300,AZ,0790,2028-09-10,00137515,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164391,00000874,O,AIRPORT,0000
300,UA,3517,2028-05-11,00137313,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164469,00003428,O,AIRPORT,0000
300,LH,0454,2028-08-21,00138392,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164495,00000628,O,AIRPORT,0000
300,LH,0454,2028-08-21,00138206,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164530,00000804,O,AIRPORT,0000
300,UA,3517,2028-05-05,00135872,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164385,00002266,O,AIRPORT,0000
300,AZ,0790,2028-07-09,00128996,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164595,00002317,O,AIRPORT,0000
300,AZ,0790,2028-07-16,00129744,00004173,O,AIRPORT,0000
300,LH,0454,2028-06-29,00130898,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164496,00000894,O,AIRPORT,0000
300,UA,3517,2028-11-15,00166582,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164516,00004094,O,AIRPORT,0000
300,LH,2402,2028-08-28,00185613,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164540,00003775,O,AIRPORT,0000
300,LH,2402,2028-08-01,00182611,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164603,00002907,O,AIRPORT,0000
300,LH,0455,2028-11-06,00168075,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164617,00001649,O,AIRPORT,0000
300,LH,2402,2028-07-19,00181022,00004173,O,AIRPORT,0000
300,LH,2402,2028-05-20,00174163,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164629,00002733,O,AIRPORT,0000
300,LH,2462,2028-07-07,00257218,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164624,00004114,O,AIRPORT,0000
300,LH,2462,2028-06-04,00253517,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164515,00001372,O,AIRPORT,0000
300,LH,2462,2028-08-21,00262070,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164625,00004184,O,AIRPORT,0000
300,LH,2462,2028-08-21,00262249,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164461,00003565,O,AIRPORT,0000
300,LH,2462,2028-04-09,00247148,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164473,00002833,O,AIRPORT,0000
300,LH,2436,2028-06-20,00238072,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164630,00001886,O,AIRPORT,0000
300,LH,3577,2028-03-31,00291298,00004173,O,AIRPORT,0000
300,LH,3577,2028-05-13,00296245,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164602,00004353,O,AIRPORT,0000
300,LH,3577,2028-04-30,00294751,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164574,00000191,O,AIRPORT,0000
300,LH,3577,2028-04-30,00294705,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164426,00003039,O,AIRPORT,0000
300,LH,3577,2028-05-08,00295725,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164383,00001031,O,AIRPORT,0000
300,LH,2463,2028-07-14,00280203,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164433,00003630,O,AIRPORT,0000
300,LH,2463,2028-07-06,00279399,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164598,00003696,O,AIRPORT,0000
300,LH,2463,2028-06-18,00277274,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164504,00004423,O,AIRPORT,0000
300,LH,2463,2028-05-08,00272751,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164561,00004029,O,AIRPORT,0000
300,LH,3577,2028-07-08,00302513,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164589,00004002,O,AIRPORT,0000
300,LH,3577,2028-06-18,00300119,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164568,00000764,O,AIRPORT,0000
300,LH,3577,2028-06-24,00300886,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164438,00003385,O,AIRPORT,0000
300,LH,3577,2028-09-02,00308900,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164578,00001714,O,AIRPORT,0000
300,LH,2407,2028-07-10,00202537,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164406,00003753,O,AIRPORT,0000
300,LH,2407,2028-07-19,00203593,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164528,00003636,O,AIRPORT,0000
300,LH,2415,2028-04-09,00214482,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164502,00001428,O,AIRPORT,0000
300,LH,2415,2028-04-05,00214086,00004173,O,AIRPORT,0000
300,LH,2415,2028-07-19,00224124,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164401,00003733,O,AIRPORT,0000
300,LH,2415,2028-05-01,00216689,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164585,00000196,O,AIRPORT,0000
300,LH,2407,2028-07-26,00204415,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164448,00000059,O,AIRPORT,0000
300,LH,2407,2028-08-06,00205562,00004173,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164467,00002609,O,AIRPORT,0000
300,AZ,0555,2028-06-17,00016459,00004176,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164445,00003904,O,AIRPORT,0000
300,JL,0407,2028-07-16,00015469,00004176,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164511,00004616,O,AIRPORT,0000
300,AA,0017,2028-06-19,00016868,00004176,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164615,00004616,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164584,00000429,O,AIRPORT,0000
300,JL,0407,2028-06-28,00013171,00004176,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164539,00004174,O,AIRPORT,0000
300,DL,0106,2028-05-31,00012959,00004176,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164443,00002181,O,AIRPORT,0000
300,AA,0017,2028-06-01,00013077,00004176,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164544,00003281,O,AIRPORT,0000
300,AA,0017,2028-06-03,00013599,00004176,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164572,00003281,O,AIRPORT,0000
300,AZ,0555,2028-06-03,00013681,00004176,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164560,00002067,O,AIRPORT,0000
300,AZ,0555,2028-05-28,00012264,00004176,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164533,00004033,O,AIRPORT,0000
300,LH,0400,2028-05-26,00012179,00004176,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164605,00001730,O,AIRPORT,0000
300,QF,0005,2028-05-28,00012291,00004176,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164600,00001022,O,AIRPORT,0000
300,AA,0017,2028-05-30,00012850,00004176,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164379,00000974,O,AIRPORT,0000
300,LH,0400,2028-06-09,00014603,00004176,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164612,00003288,O,AIRPORT,0000
300,JL,0407,2028-09-01,00022146,00004176,O,AIRPORT,0000
300,SQ,0117,2028-08-18,00164460,00003363,O,AIRPORT,0000
